247.00,-1.07
482.00,-1.34
483.00, 0.11
618.00, 0.80
623.00, 0.12
817.00,-0.20
903.00, 1.39
998.00, 0.39
1025.00, 0.27
1044.00, 0.30
1057.00, 1.71
1133.00,-0.52
1202.00, 1.80
1288.00,-0.62
1747.00,-1.55
1830.00, 0.28
1949.00, 0.37
2048.00, 1.00
2220.00,-0.91
2264.00,-0.27
2310.00,-0.17
2319.00, 0.84
2336.00, 0.81
2494.00,-0.29
2566.00,-0.15
2574.00,-0.47
3408.00, 1.36
3452.00,-0.50
3470.00, 0.74
3479.00, 0.29
3622.00, 0.17
3634.00,-0.48
3685.00, 1.50
3752.00, 0.26
3769.00, 1.19
3859.00, 0.83
4121.00, 0.29
4166.00,-2.18
4186.00, 0.60
4207.00, 1.81
4226.00,-0.82
4290.00,-1.59
4291.00,-0.29
4369.00, 0.60
4445.00,-1.75
4590.00,-0.74
4661.00,-0.66
4832.00,-1.19
5023.00,-0.02
5047.00,-0.21
5297.00,-0.30
5348.00,-0.55
5435.00, 0.99
5455.00,-1.76
5732.00,-0.16
5870.00,-0.27
6286.00, 2.92
6297.00, 0.91
6302.00,-0.55
6362.00, 0.05
6452.00, 0.54
6528.00,-1.16
6603.00, 0.60
6624.00,-0.83
6924.00, 0.70
6959.00, 0.86
6960.00,-1.95
7088.00, 0.96
7106.00,-0.62
7155.00, 0.39
7161.00, 1.26
7275.00, 0.02
7601.00, 1.43
7697.00, 0.84
7762.00, 1.49
7826.00,-0.29
7826.00,-0.22
8005.00,-0.49
8074.00,-0.08
8353.00,-2.06
8380.00, 0.16
8462.00,-0.63
8501.00,-2.32
8649.00,-0.66
8660.00,-0.01
8814.00,-0.34
9029.00, 1.16
9206.00,-0.25
9209.00,-0.84
9224.00, 0.18
9253.00, 0.79
9405.00, 0.33
9413.00,-2.81
9540.00, 1.94
9549.00, 0.92
9624.00,-0.34
9746.00,-0.48
9866.00, 0.04
9869.00,-1.20
10043.00, 0.46
10197.00,-1.17
10202.00, 0.52
10400.00, 0.52
10612.00, 0.61
10664.00, 0.72
10854.00,-0.37
11011.00, 1.07
11013.00,-0.03
11131.00, 0.35
11177.00,-0.07
11308.00, 0.47
11343.00, 1.28
11386.00, 0.25
11416.00,-0.49
11422.00, 0.57
11467.00, 1.03
11512.00,-1.15
11598.00, 1.30
11740.00, 1.32
11774.00,-1.36
11778.00, 0.71
11867.00,-0.85
11894.00,-0.15
11899.00,-1.58
11919.00, 1.63
12044.00,-0.11
12065.00,-1.05
12217.00,-1.50
12310.00, 1.12
12428.00, 0.26
12449.00, 1.72
12690.00,-0.26
12692.00, 1.72
12888.00,-1.80
12914.00, 0.73
13159.00, 0.17
13188.00,-0.56
13238.00, 0.48
13496.00,-1.01
13683.00,-0.16
13713.00,-1.77
13783.00,-0.41
14167.00,-0.21
14668.00, 0.19
14739.00, 0.95
14806.00, 1.07
14832.00,-0.59
14955.00, 0.16
15022.00, 0.41
15213.00,-0.71
15229.00,-0.04
15347.00,-0.67
15434.00, 0.55
15504.00, 1.02
15535.00,-0.53
15582.00, 1.04
15803.00, 0.64
15861.00,-0.11
16041.00,-0.88
16335.00,-0.66
16373.00,-0.72
16400.00, 0.16
16560.00, 0.09
16675.00, 0.60
16727.00,-1.11
16811.00, 1.96
16980.00,-0.05
17078.00,-0.74
17168.00, 0.32
17440.00,-1.58
17707.00,-0.32
17786.00, 0.36
17823.00,-0.49
17958.00, 0.40
17975.00, 0.89
18013.00, 0.90
18146.00,-0.34
18173.00,-0.73
18208.00, 0.89
18231.00, 0.24
18246.00, 1.05
18364.00,-0.34
18439.00,-0.67
18474.00, 1.13
18498.00,-0.35
18512.00,-0.45
18559.00, 0.71
18585.00,-0.97
18636.00,-0.96
19002.00, 0.43
19380.00,-1.21
19381.00, 0.87
19701.00,-0.02
19811.00,-0.52
19933.00,-1.01
19978.00, 1.11
19994.00,-0.46
20006.00,-0.27
20024.00, 0.63
20029.00,-0.97
20289.00, 0.18
20407.00,-2.31
20411.00,-1.02
20411.00, 0.79
20442.00,-0.83
20461.00,-0.18
20532.00, 1.93
20786.00,-0.63
20950.00,-1.64
20965.00,-1.97
20978.00, 0.06
20983.00,-0.20
21064.00,-0.75
21077.00, 0.62
21113.00,-0.48
21206.00,-1.22
21437.00, 1.26
21447.00,-0.39
21491.00, 0.45
21501.00, 1.23
21571.00, 0.88
21828.00, 0.82
21854.00, 0.17
21987.00, 0.15
22147.00, 0.61
22346.00, 0.38
22499.00,-0.02
22525.00, 1.47
23006.00, 1.88
23063.00,-0.23
23260.00,-1.12
23416.00, 1.06
23444.00, 0.67
23476.00, 0.03
23486.00, 0.16
23537.00,-1.78
23704.00, 1.58
23971.00, 0.37
24310.00, 0.09
24337.00,-0.67
24350.00,-0.89
24384.00, 0.07
24412.00,-1.71
24561.00,-2.52
24574.00,-0.43
24599.00, 0.14
24681.00,-1.14
24743.00, 0.60
24880.00, 0.68
25050.00,-1.03
25105.00, 0.93
25113.00,-0.97
25340.00,-0.72
25900.00,-1.84
25904.00, 1.03
25976.00,-2.05
26089.00,-1.29
26104.00, 0.41
26178.00, 1.33
26225.00,-0.08
26252.00,-1.44
26354.00, 1.29
26378.00, 0.60
26797.00, 1.63
26829.00, 0.83
26939.00,-0.29
27234.00, 1.40
27329.00,-0.57
27362.00, 0.39
27826.00, 1.53
27839.00, 0.12
27840.00, 1.30
27920.00,-0.01
27960.00, 0.34
28009.00, 0.26
28585.00, 1.43
28651.00,-0.24
28727.00,-0.78
28736.00,-0.32
28868.00, 0.84
28981.00,-1.41
29018.00,-0.56
29104.00, 0.05
29167.00, 0.41
29319.00, 1.11
29452.00,-0.09
29588.00, 2.40
29680.00,-1.56
29700.00, 0.38
29701.00, 0.12
29727.00, 0.07
29893.00,-0.04
29944.00,-0.51
30038.00,-1.71
30069.00,-1.78
30164.00,-0.64
30283.00, 0.56
30394.00,-0.30
30397.00,-1.51
30434.00,-2.32
30532.00, 0.01
30542.00,-1.04
30743.00,-1.92
30839.00, 0.66
30902.00, 0.43
30986.00, 1.92
31052.00,-0.40
31107.00,-0.90
31260.00, 0.39
31477.00,-0.37
31856.00, 1.11
31990.00,-2.64
32086.00, 1.09
32093.00, 1.09
32150.00,-0.68
32155.00,-0.68
32158.00,-1.32
32355.00,-1.42
32553.00, 0.32
32774.00, 0.96
32875.00,-0.22
32895.00,-0.08
32926.00, 1.72
33196.00, 0.26
33414.00, 1.02
33585.00, 0.00
33633.00,-0.69
33708.00,-1.74
33745.00, 0.36
33784.00,-0.61
34088.00, 0.77
34210.00,-0.28
34272.00, 1.82
34348.00, 0.82
34387.00, 1.39
34880.00, 0.82
34993.00,-0.77
35435.00, 0.13
35439.00, 0.37
35511.00,-0.29
35585.00, 0.28
35603.00,-0.37
35622.00,-0.60
35731.00, 0.27
35771.00,-1.44
35898.00,-0.16
36084.00,-0.60
36109.00,-0.05
36116.00,-0.08
36345.00,-0.44
36359.00, 0.87
36386.00,-0.66
36401.00, 0.62
36825.00,-0.14
36989.00, 0.27
37083.00,-0.43
37108.00,-0.33
37202.00,-0.36
37260.00,-0.97
37268.00, 0.04
37276.00, 0.14
37298.00,-1.91
37313.00, 0.32
37354.00, 0.36
37462.00, 0.19
37670.00,-0.98
37963.00, 0.50
38028.00, 0.87
38192.00, 0.25
38388.00,-0.19
38500.00, 0.95
38767.00,-0.19
38900.00,-1.20
38975.00,-2.08
39009.00,-1.33
39187.00, 2.30
39203.00,-0.94
39225.00, 1.60
39259.00, 2.27
39300.00, 0.23
39349.00, 0.95
39356.00, 0.91
39446.00,-0.08
39506.00, 0.80
39600.00,-0.67
39767.00,-0.62
39768.00, 0.28
39910.00,-1.56
39919.00,-1.69
40086.00,-0.13
40139.00,-0.22
40143.00,-0.85
40166.00, 2.24
40305.00,-0.55
40382.00,-0.91
40427.00,-1.84
40455.00, 0.02
40457.00, 1.24
40496.00, 1.30
41015.00,-0.79
41119.00, 0.45
41256.00,-1.63
41319.00,-1.64
41459.00,-1.23
41473.00,-0.45
41631.00, 0.14
41879.00,-1.04
42529.00,-2.01
42549.00, 0.67
42582.00,-0.44
42705.00,-0.91
42743.00, 0.21
42787.00, 0.77
42977.00, 1.15
42979.00, 0.04
43127.00,-0.24
43204.00, 0.48
43460.00,-1.12
43590.00, 1.58
43739.00,-1.17
43775.00, 1.20
43825.00,-0.64
43905.00, 0.67
43940.00,-0.18
43967.00,-0.03
44001.00,-1.63
44087.00,-0.42
44097.00,-0.93
44134.00, 0.88
44163.00,-0.37
44465.00, 0.00
44562.00,-1.49
44643.00,-0.20
44923.00, 0.97
45160.00, 0.08
45207.00, 0.32
45266.00, 0.54
45575.00, 0.18
45584.00,-1.05
45588.00, 0.13
45748.00,-0.31
45911.00, 0.76
46079.00,-1.61
46104.00, 0.12
46110.00, 0.31
46195.00,-0.79
46286.00,-0.82
46480.00,-0.46
46523.00,-1.30
46576.00, 0.97
46667.00,-0.27
46791.00,-0.50
46846.00, 1.60
46972.00,-0.91
46996.00, 0.11
47048.00, 0.30
47348.00, 0.60
47377.00, 0.37
47483.00, 0.14
47669.00, 0.13
47696.00, 0.66
47744.00, 0.39
47772.00,-0.85
47886.00, 0.10
48048.00,-0.27
48125.00,-0.35
48186.00, 0.33
48434.00, 0.50
48498.00, 0.82
48709.00, 1.56
48764.00, 0.25
48959.00, 1.31
49030.00, 0.93
49351.00, 0.25
49529.00,-2.12
49536.00, 0.44
49622.00,-1.14
49907.00, 0.70
50009.00, 2.17
50056.00,-0.87
50125.00, 0.05
50225.00,-1.26
50278.00,-1.37
50511.00,-0.55
50576.00, 1.58
50661.00,-0.53
50774.00,-0.83
50785.00,-1.02
50817.00, 3.26
50892.00, 0.34
51120.00,-1.57
51173.00,-0.19
51207.00, 2.75
51209.00,-1.31
51279.00,-0.00
51440.00, 0.16
51784.00,-0.65
51831.00, 0.52
52033.00, 0.58
52151.00, 1.41
